text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
le,le,le,le,DET,True,True
sponsor,sponsor,sponsor,sponsor,NOUN,True,False
m’,m’,m’,m’,NOUN,False,True
a,a,avoir,avoir,AUX,True,True
aidé,aidé,aider,aider,VERB,True,False
à,à,à,à,ADP,True,True
financer,financer,financer,financer,VERB,True,False
une,une,un,un,DET,True,True
partie,partie,partie,partie,NOUN,True,False
de,de,de,de,ADP,True,True
mon,mon,mon,mon,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
au,au,au,au,PROPN,True,True
Japon,japon,Japon,japon,PROPN,True,False
💪,💪,💪,💪,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@johanvinet,@johanvinet,@johanvinet,@johanvinet,PROPN,False,False
:,:,:,:,PUNCT,False,False
🤟,🤟,🤟,🤟,PROPN,False,False
Salut,salut,Salut,salut,PROPN,True,False
!,!,!,!,PUNCT,False,False
"
","
","
","
",SPACE,False,False
🕹,🕹,🕹,🕹,DET,False,False
️Mon,️mon,️mon,️mon,NOUN,False,False
jeu,jeu,jeu,jeu,VERB,True,False
LUNARK,lunark,LUNARK,lunark,PROPN,True,False
",",",",",",",",PUNCT,False,False
inspiré,inspiré,inspirer,inspirer,VERB,True,False
par,par,par,par,ADP,True,True
les,les,le,le,DET,True,True
chefs,chefs,chef,chef,NOUN,True,False
-,-,-,-,PUNCT,False,False
d',d',de,de,ADP,False,True
œuvre,œuvre,œuvre,œuvre,PROPN,True,False
🇫,🇫,🇫,🇫,PROPN,False,False
🇷,🇷,🇷,🇷,PROPN,False,False
Flashback,flashback,flashback,flashback,NOUN,True,False
&,&,et,et,CCONJ,False,False
amp,amp,amp,amp,NOUN,True,False
;,;,;,;,PUNCT,False,False
Another,another,Another,another,PROPN,True,False
World,world,World,world,PROPN,True,False
est,est,être,être,AUX,True,True
sur,sur,sur,sur,ADP,True,True
Kickstarter,kickstarter,kickstarter,kickstarter,VERB,True,False
pour,pour,pour,pour,ADP,True,True
encore,encore,encore,encore,ADV,True,True
12,12,12,12,NUM,False,False
jo,jo,jo,jo,PROPN,True,False
…,…,…,…,PROPN,False,False
@IDontWannaGo,@idontwannago,@IDontWannaGo,@idontwannago,NUM,False,False
_,_,_,_,NOUN,False,False
@blogorom,@blogorom,@blogorom,@blogorom,X,False,False
Il,il,il,il,PRON,True,True
faut,faut,falloir,falloir,VERB,True,False
linker,linker,linker,linker,PROPN,True,False
vers,vers,vers,vers,ADP,True,True
quoi,quoi,quoi,quoi,PRON,True,True
plutôt,plutôt,plutôt,plutôt,ADV,True,True
?,?,?,?,PUNCT,False,False
RT,rt,RT,rt,PROPN,True,False
@MrKheiron,@mrkheiron,@mrkheiron,@mrkheiron,ADJ,False,False
:,:,:,:,PUNCT,False,False
#,#,#,#,VERB,False,False
CopyComic,copycomic,copycomic,copycomic,ADV,True,False
=,=,=,=,ADJ,False,False
Kheiron,kheiron,Kheiron,kheiron,PROPN,True,False
?,?,?,?,PUNCT,False,False
"
","
","
","
",SPACE,False,False
La,la,le,le,DET,True,True
vérité,vérité,vérité,vérité,NOUN,True,False
-,-,-,-,PUNCT,False,False
#,#,#,#,PROPN,False,False
Thread,thread,Thread,thread,PROPN,True,False
⬇,⬇,⬇,⬇,PROPN,False,False
@spotifyfrance,@spotifyfrance,@spotifyfrance,@spotifyfrance,NOUN,False,False
Bien,bien,bien,bien,ADV,True,True
.,.,.,.,PUNCT,False,False
Très,très,très,très,ADV,True,True
bien,bien,bien,bien,ADV,True,True
.,.,.,.,PUNCT,False,False
Chui,chui,chui,chui,NOUN,True,False
très,très,très,très,ADV,True,True
content,content,content,content,ADV,True,False
de,de,de,de,ADP,True,True
cette,cette,ce,ce,DET,True,True
émission,émission,émission,émission,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
@Neoxi,@neoxi,@neoxi,@neoxi,NOUN,False,False
_,_,_,_,PROPN,False,False
et,et,et,et,CCONJ,True,True
@mastuu,@mastuu,@mastuu,@mastuu,ADJ,False,False
_,_,_,_,PROPN,False,False
!,!,!,!,PUNCT,False,False
"

","

","

","

",SPACE,False,False
https://t.co/YyyxNv4rd9,https://t.co/yyyxnv4rd9,https://t.co/yyyxnv4rd9,https://t.co/yyyxnv4rd9,NOUN,False,False
L’,l’,l’,l’,VERB,False,True
émission,émission,émission,émission,NOUN,True,False
va,va,aller,aller,VERB,True,True
commencer,commencer,commencer,commencer,VERB,True,False
!,!,!,!,PUNCT,False,False
On,on,on,on,PRON,True,True
va,va,aller,aller,VERB,True,True
parler,parler,parler,parler,VERB,True,True
de,de,de,de,ADP,True,True
...,...,...,...,PUNCT,False,False
JAPOOON,japooon,japooon,japooon,NOUN,True,False
🇯,🇯,🇯,🇯,PRON,False,False
🇵,🇵,🇵,🇵,ADJ,False,False
🍣,🍣,🍣,🍣,VERB,False,False
⛩,⛩,⛩,⛩,PROPN,False,False
"

","

","

","

",SPACE,False,False
&,&,et,et,CCONJ,False,False
gt,gt,gt,gt,PROPN,True,False
;,;,;,;,PUNCT,False,False
https://t.co/hRMwiSHpjP,https://t.co/hrmwishpjp,https://t.co/hrmwishpjp,https://t.co/hrmwishpjp,NOUN,False,False
https://t.co/RHGlO0eL5Y,https://t.co/rhglo0el5y,https://t.co/rhglo0el5y,https://t.co/rhglo0el5y,NOUN,False,False
RT,rt,RT,rt,X,True,False
@JulienJosselin,@julienjosselin,@JulienJosselin,@julienjosselin,PROPN,False,False
:,:,:,:,PUNCT,False,False
On,on,on,on,PRON,True,True
a,a,avoir,avoir,AUX,True,True
fait,fait,faire,faire,VERB,True,True
un,un,un,un,DET,True,True
loup,loup,loup,loup,NOUN,True,False
garou,garou,garou,garou,ADJ,True,False
sur,sur,sur,sur,ADP,True,True
la,la,le,le,DET,True,True
chaine,chaine,chaine,chaine,NOUN,True,False
de,de,de,de,ADP,True,True
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
pour,pour,pour,pour,ADP,True,True
feter,feter,feter,feter,VERB,True,False
la,la,le,le,DET,True,True
sortie,sortie,sortie,sortie,NOUN,True,False
de,de,de,de,ADP,True,True
The,the,The,the,X,True,False
Witcher,witcher,Witcher,witcher,PROPN,True,False
sur,sur,sur,sur,ADP,True,True
@NetflixFR,@netflixfr,@netflixfr,@netflixfr,NOUN,False,False
!,!,!,!,PUNCT,False,False
Hésitez,hésitez,hésiter,hésiter,VERB,True,False
pa,pa,pa,pa,ADJ,True,False
…,…,…,…,NOUN,False,False
@davidminhtra,@davidminhtra,@davidminhtrer,@davidminhtrer,VERB,False,False
Merci,merci,merci,merci,NOUN,True,True
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
@sorodocv,@sorodocv,@sorodocv,@sorodocv,ADP,False,False
Non,non,non,non,ADV,True,True
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
pour,pour,pour,pour,ADP,True,True
un,un,un,un,DET,True,True
combat,combat,combat,combat,NOUN,True,False
de,de,de,de,ADP,True,True
gladiateur,gladiateur,gladiateur,gladiateur,NOUN,True,False
.,.,.,.,PUNCT,False,False
@Tars_HS,@tars_hs,@tars_h,@tars_h,NOUN,False,False
Bravo,bravo,Bravo,bravo,PROPN,True,True
pour,pour,pour,pour,ADP,True,True
votre,votre,votre,votre,DET,True,True
nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
TV,tv,tv,tv,ADJ,True,False
!,!,!,!,PUNCT,False,False
👏,👏,👏,👏,PROPN,False,False
@VinzHS,@vinzhs,@vinzhs,@vinzhs,CCONJ,False,False
@OdemianHS,@odemianhs,@odemianhs,@odemianhs,ADP,False,False
@Bestmarmotte,@bestmarmotte,@bestmarmotte,@bestmarmotte,DET,False,False
@OliechHS,@oliechhs,@oliechhs,@oliechhs,ADP,False,False
@Felkeine,@felkeine,@Felkeine,@felkeine,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@Ludoc,@ludoc,@Ludoc,@ludoc,PROPN,False,False
:,:,:,:,PUNCT,False,False
Premier,premier,premier,premier,ADJ,True,True
épisode,épisode,épisode,épisode,NOUN,True,False
d’,d’,d’,d’,NUM,False,True
Amateur,amateur,amateur,amateur,NOUN,True,False
en,en,en,en,ADP,True,True
ligne,ligne,ligne,ligne,NOUN,True,False
!,!,!,!,PUNCT,False,False
Hésitez,hésitez,hésiter,hésiter,VERB,True,False
pas,pas,pas,pas,ADV,True,True
à,à,à,à,ADP,True,True
RT,rt,RT,rt,PROPN,True,False
pour,pour,pour,pour,ADP,True,True
faire,faire,faire,faire,VERB,True,False
vivre,vivre,vivre,vivre,VERB,True,False
le,le,le,le,DET,True,True
projet,projet,projet,projet,NOUN,True,False
toi,toi,toi,toi,PRON,True,True
même,même,même,même,ADV,True,True
tu,tu,tu,tu,PRON,True,True
sais,sais,savoir,savoir,AUX,True,False
🥊,🥊,🥊,🥊,DET,False,False
#,#,#,#,ADJ,False,False
gqamateur,gqamateur,gqamateur,gqamateur,NOUN,True,False
https://t.co/ScKQ,https://t.co/sckq,https://t.co/sckq,https://t.co/sckq,DET,False,False
…,…,…,…,NOUN,False,False
Une,une,un,un,DET,True,True
française,française,français,français,NOUN,True,False
a,a,avoir,avoir,AUX,True,True
visité,visité,visiter,visiter,VERB,True,False
tous,tous,tout,tout,ADJ,True,True
les,les,le,le,DET,True,True
lieux,lieux,lieux,lieux,ADJ,True,False
du,du,de,de,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
Minori,minori,Minori,minori,PROPN,True,False
",",",",",",",",PUNCT,False,False
c’,c’,c’,c’,PROPN,False,True
est,est,être,être,AUX,True,True
génial,génial,génial,génial,ADJ,True,False
!,!,!,!,PUNCT,False,False
"

","

","

","

",SPACE,False,False
https://t.co/GpC5Nyy57H,https://t.co/gpc5nyy57h,https://t.co/gpc5nyy57h,https://t.co/gpc5nyy57h,NOUN,False,False
@EdouardFalempin,@edouardfalempin,@EdouardFalempin,@edouardfalempin,PROPN,False,False
Ils,ils,il,il,PRON,True,True
ont,ont,avoir,avoir,VERB,True,True
5,5,5,5,NUM,False,False
millions,millions,million,million,NOUN,True,False
d’,d’,d’,d’,NUM,False,True
abonnés,abonnés,abonner,abonner,VERB,True,False
.,.,.,.,PUNCT,False,False
@jeremieperin,@jeremieperin,@jeremieperin,@jeremieperin,PROPN,False,False
@Gobite,@gobite,@Gobite,@gobite,PROPN,False,False
@Bobbypills,@bobbypills,@Bobbypills,@bobbypills,PROPN,False,False
_,_,_,_,X,False,False
👏,👏,👏,👏,X,False,False
hâte,hâte,hâte,hâte,NOUN,True,False
de,de,de,de,ADP,True,True
voir,voir,voir,voir,VERB,True,False
!,!,!,!,PUNCT,False,False
@VincentChappui1,@vincentchappui1,@VincentChappui1,@vincentchappui1,PROPN,False,False
Je,je,je,je,PRON,True,True
respecte,respecte,respecte,respecte,VERB,True,False
",",",",",",",",PUNCT,False,False
pas,pas,pas,pas,ADV,True,True
de,de,de,de,ADP,True,True
soucis,soucis,souci,souci,NOUN,True,False
!,!,!,!,PUNCT,False,False
(,(,(,(,PUNCT,False,False
quelle,quelle,quel,quel,DET,True,True
vie,vie,vie,vie,NOUN,True,False
triste,triste,triste,triste,ADJ,True,False
),),),),PUNCT,False,False
RT,rt,rt,rt,SCONJ,True,False
@cavousf5,@cavousf5,@cavousf5,@cavousf5,DET,False,False
:,:,:,:,PUNCT,False,False
✨,✨,✨,✨,PROPN,False,False
Insolite,insolite,insolite,insolite,VERB,True,False
:,:,:,:,PUNCT,False,False
15,15,15,15,NUM,False,False
ans,ans,an,an,NOUN,True,False
après,après,après,après,ADP,True,True
le,le,le,le,DET,True,True
succès,succès,succès,succès,NOUN,True,False
phénoménal,phénoménal,phénoménal,phénoménal,ADJ,True,False
de,de,de,de,ADP,True,True
Femme,femme,femme,femme,NOUN,True,False
Like,like,Like,like,PROPN,True,False
U,u,u,u,NOUN,True,False
",",",",",",",",PUNCT,False,False
@Beatricepirate,@beatricepirate,@Beatricepirate,@beatricepirate,PROPN,False,False
reprend,reprend,reprendre,reprendre,VERB,True,False
le,le,le,le,DET,True,True
titre,titre,titre,titre,NOUN,True,False
de,de,de,de,ADP,True,True
@KamarE47,@kamare47,@kamare47,@kamare47,NOUN,False,False
à,à,à,à,ADP,True,True
sa,sa,son,son,DET,True,True
manière,manière,manière,manière,NOUN,True,False
",",",",",",",",PUNCT,False,False
e,e,e,e,NOUN,True,False
…,…,…,…,PROPN,False,False
Nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
vidéo,vidéo,vidéo,vidéo,NOUN,True,False
:,:,:,:,PUNCT,False,False
La,la,le,le,DET,True,True
partie,partie,partie,partie,NOUN,True,False
de,de,de,de,ADP,True,True
loup,loup,loup,loup,NOUN,True,False
garou,garou,garou,garou,ADJ,True,False
la,la,le,le,DET,True,True
plus,plus,plus,plus,ADV,True,True
dingue,dingue,dingue,dingue,NOUN,True,False
🐺,🐺,🐺,🐺,ADJ,False,False
Dans,dans,dans,dans,ADP,True,True
les,les,le,le,DET,True,True
décors,décors,décor,décor,NOUN,True,False
et,et,et,et,CCONJ,True,True
costumes,costumes,costume,costume,NOUN,True,False
de,de,de,de,ADP,True,True
#,#,#,#,X,False,False
TheWitcher,thewitcher,TheWitcher,thewitcher,X,True,False
"

","

","

","

",SPACE,False,False
&,&,et,et,CCONJ,False,False
gt,gt,gt,gt,PROPN,True,False
;,;,;,;,PUNCT,False,False
…,…,…,…,PROPN,False,False
https://t.co/9SOkZyzWsc,https://t.co/9sokzyzwsc,https://t.co/9sokzyzwsc,https://t.co/9sokzyzwsc,VERB,False,False
RT,rt,RT,rt,PROPN,True,False
@kazumatsuophoto,@kazumatsuophoto,@kazumatsuophoto,@kazumatsuophoto,PROPN,False,False
:,:,:,:,PUNCT,False,False
Comme,comme,comme,comme,SCONJ,True,True
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
a,a,avoir,avoir,AUX,True,True
cherché,cherché,chercher,chercher,VERB,True,False
#,#,#,#,X,False,False
Minori,minori,minori,minori,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
le,le,le,le,DET,True,True
dessin,dessin,dessin,dessin,NOUN,True,False
",",",",",",",",PUNCT,False,False
moi,moi,moi,moi,PRON,True,True
je,je,je,je,PRON,True,True
les,les,le,le,PRON,True,True
ai,ai,avoir,avoir,AUX,True,True
cherché,cherché,chercher,chercher,VERB,True,False
en,en,en,en,ADP,True,True
regardant,regardant,regardant,regardant,NOUN,True,False
le,le,le,le,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
😀,😀,😀,😀,ADJ,False,False
Mais,mais,mais,mais,CCONJ,True,True
je,je,je,je,PRON,True,True
l,l,l,l,PRON,True,False
…,…,…,…,VERB,False,False
@Sethrogen,@sethrogen,@Sethrogen,@sethrogen,NUM,False,False
A,a,a,a,NOUN,True,True
message,message,message,message,NOUN,True,False
for,for,for,for,X,True,False
you,you,you,you,X,True,False
from,from,from,from,X,True,False
an,an,an,an,NOUN,True,False
amazing,amazing,amazing,amazing,X,True,False
french,french,french,french,PROPN,True,False
guy,guy,guy,guy,PROPN,True,False
",",",",",",",",PUNCT,False,False
let’,let’,let’,let’,PROPN,False,False
s,s,s,s,NOUN,True,False
meet,meet,meet,meet,NOUN,True,False
him,him,him,him,X,True,False
🤜,🤜,🤜,🤜,NUM,False,False
🤛,🤛,🤛,🤛,NOUN,False,False
⬇,⬇,⬇,⬇,X,False,False
️,️,️,️,ADJ,False,False
"
","
","
","
",SPACE,False,False
https://t.co/z3yFRkvrVQ,https://t.co/z3yfrkvrvq,https://t.co/z3yfrkvrvq,https://t.co/z3yfrkvrvq,VERB,False,False
@biw,@biw,@biw,@biw,NUM,False,False
_,_,_,_,NOUN,False,False
_,_,_,_,X,False,False
_,_,_,_,X,False,False
Arigato,arigato,Arigato,arigato,PROPN,True,False
gozaimasu,gozaimasu,gozaimasu,gozaimasu,NOUN,True,False
🙏,🙏,🙏,🙏,ADJ,False,False
@johanvinet,@johanvinet,@johanvinet,@johanvinet,DET,False,False
😍,😍,😍,😍,X,False,False
RT,rt,RT,rt,PROPN,True,False
@DeuxMecsDroles,@deuxmecsdroles,@deuxmecsdrole,@deuxmecsdrole,ADJ,False,False
:,:,:,:,PUNCT,False,False
Écrire,écrire,écrire,écrire,NOUN,True,False
sur,sur,sur,sur,ADP,True,True
Internet,internet,internet,internet,NOUN,True,False
",",",",",",",",PUNCT,False,False
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
un,un,un,un,DET,True,True
vrai,vrai,vrai,vrai,ADJ,True,False
métier,métier,métier,métier,NOUN,True,False
!,!,!,!,PUNCT,False,False
"

","

","

","

",SPACE,False,False
Et,et,et,et,CCONJ,True,True
on,on,on,on,PRON,True,True
vous,vous,vous,vous,PRON,True,True
en,en,en,en,ADP,True,True
parle,parle,parle,parle,NOUN,True,True
en,en,en,en,ADP,True,True
détail,détail,détail,détail,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
@AdrienMenielle,@adrienmenielle,@adrienmeniell,@adrienmeniell,ADJ,False,False
et,et,et,et,CCONJ,True,True
@Glam,@glam,@Glam,@glam,PROPN,False,False
…,…,…,…,PROPN,False,False
@MathisHautin,@mathishautin,@mathishautin,@mathishautin,NOUN,False,False
@PougetBanderne,@pougetbanderne,@pougetbandern,@pougetbandern,ADJ,False,False
@ouigoSNCF,@ouigosncf,@ouigosncf,@ouigosncf,ADP,False,False
J’,j’,j’,j’,NOUN,False,True
adore,adore,adore,adore,ADP,True,False
les,les,le,le,DET,True,True
trains,trains,train,train,NOUN,True,False
au,au,au,au,PROPN,True,True
Japon,japon,Japon,japon,PROPN,True,False
🚅,🚅,🚅,🚅,VERB,False,False
👌,👌,👌,👌,PROPN,False,False
RT,rt,RT,rt,PROPN,True,False
@MaxLaperouse,@maxlaperouse,@maxlaperous,@maxlaperous,ADJ,False,False
:,:,:,:,PUNCT,False,False
Ça,ça,Ça,ça,INTJ,True,True
y’,y’,y’,y’,PRON,False,False
est,est,être,être,VERB,True,True
",",",",",",",",PUNCT,False,False
c’,c’,c’,c’,PROPN,False,True
est,est,être,être,AUX,True,True
fait,fait,faire,faire,VERB,True,True
:,:,:,:,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/8GDLoPuSyv,https://t.co/8gdlopusyv,https://t.co/8GDLoPuSyv,https://t.co/8gdlopusyv,PROPN,False,False
"

","

","

","

",SPACE,False,False
Écoutez,écoutez,écouter,écouter,VERB,True,False
ça,ça,cela,cela,PRON,True,True
au,au,au,au,PROPN,True,True
frais,frais,frer,frer,VERB,True,False
dans,dans,dans,dans,ADP,True,True
votre,votre,votre,votre,DET,True,True
lit,lit,lit,lit,NOUN,True,False
",",",",",",",",PUNCT,False,False
le,le,le,le,DET,True,True
casque,casque,casque,casque,NOUN,True,False
sur,sur,sur,sur,ADP,True,True
les,les,le,le,DET,True,True
oreilles,oreilles,oreille,oreille,NOUN,True,False
.,.,.,.,PUNCT,False,False
J’,j’,j’,j’,NOUN,False,True
attends,attends,attend,attend,ADJ,True,False
…,…,…,…,VERB,False,False
@big_tom1,@big_tom1,@big_tom1,@big_tom1,VERB,False,False
@levraimcfly,@levraimcfly,@levraimcfly,@levraimcfly,VERB,False,False
@Raphael_Carlier,@raphael_carlier,@Raphael_Carlier,@raphael_carlier,PROPN,False,False
@xSqueeZie,@xsqueezie,@xSqueeZie,@xsqueezie,PROPN,False,False
Mais,mais,mais,mais,CCONJ,True,True
ça,ça,cela,cela,PRON,True,True
a,a,avoir,avoir,AUX,True,True
été,été,être,être,AUX,True,True
fait,fait,faire,faire,VERB,True,True
",",",",",",",",PUNCT,False,False
le,le,le,le,DET,True,True
network,network,network,network,PROPN,True,False
a,a,avoir,avoir,AUX,True,True
enlevé,enlevé,enlever,enlever,VERB,True,False
le,le,le,le,DET,True,True
strike,strike,strike,strike,NOUN,True,False
",",",",",",",",PUNCT,False,False
@HaumabZ,@haumabz,@haumabz,@haumabz,ADP,False,False
à,à,à,à,ADP,True,True
ou,ou,ou,ou,CCONJ,True,True
…,…,…,…,ADV,False,False
https://t.co/kDNHpEsglk,https://t.co/kdnhpesglk,https://t.co/kdnhpesglk,https://t.co/kdnhpesglk,NOUN,False,False
RT,rt,RT,rt,PROPN,True,False
@technofeliz,@technofeliz,@technofeliz,@technofeliz,PUNCT,False,False
:,:,:,:,PUNCT,False,False
#,#,#,#,X,False,False
Cyprien,cyprien,Cyprien,cyprien,PROPN,True,False
qui,qui,qui,qui,PRON,True,True
parle,parle,parle,parle,VERB,True,True
de,de,de,de,ADP,True,True
#,#,#,#,NOUN,False,False
littérature,littérature,littératur,littératur,ADJ,True,False
?,?,?,?,PUNCT,False,False
?,?,?,?,PUNCT,False,False
?,?,?,?,PUNCT,False,False
P.,p.,p.,p.,NOUN,False,False
K,k,k,k,NOUN,True,False
Dick,dick,dick,dick,NOUN,True,False
",",",",",",",",PUNCT,False,False
Orwell,orwell,Orwell,orwell,PROPN,True,False
",",",",",",",",PUNCT,False,False
Asimov,asimov,Asimov,asimov,PROPN,True,False
",",",",",",",",PUNCT,False,False
et,et,et,et,CCONJ,True,True
même,même,même,même,ADV,True,True
de,de,de,de,ADP,True,True
Kafka,kafka,Kafka,kafka,PROPN,True,False
!,!,!,!,PUNCT,False,False
«,«,«,«,PUNCT,False,False
Je,je,je,je,PRON,True,True
vous,vous,vous,vous,PRON,True,True
dévoile,dévoile,dévoile,dévoile,VERB,True,False
ma,ma,mon,mon,DET,True,True
passion,passion,passion,passion,NOUN,True,False
secrète,secrète,secret,secret,ADJ,True,False
.,.,.,.,PUNCT,False,False
…,…,…,…,ADV,False,False
@NovaPyjama,@novapyjama,@novapyjama,@novapyjama,NOUN,False,False
Géniale,géniale,génial,génial,ADJ,True,False
ces,ces,ce,ce,DET,True,True
répliques,répliques,réplique,réplique,NOUN,True,False
😂,😂,😂,😂,NOUN,False,False
RT,rt,RT,rt,PROPN,True,False
@MHC_Ruffian,@mhc_ruffian,@MHC_Ruffian,@mhc_ruffian,X,False,False
:,:,:,:,PUNCT,False,False
The,the,The,the,X,True,False
loudest,loudest,loudest,loudest,X,True,False
victory,victory,victory,victory,VERB,True,False
ever,ever,ever,ever,VERB,True,False
at,at,at,at,NOUN,True,False
a,a,avoir,avoir,AUX,True,True
Smash,smash,Smash,smash,PROPN,True,False
Ultimate,ultimate,ultimate,ultimate,AUX,True,False
major,major,major,major,NOUN,True,False
🎉,🎉,🎉,🎉,VERB,False,False
"

","

","

","

",SPACE,False,False
Congrats,congrats,congrat,congrat,NOUN,True,False
to,to,to,to,DET,True,False
@GlutonnySSB,@glutonnyssb,@glutonnyssb,@glutonnyssb,VERB,False,False
for,for,for,for,X,True,False
winning,winning,winning,winning,X,True,False
#,#,#,#,ADJ,False,False
Albion4,albion4,albion4,albion4,ADJ,False,False
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
https://t.co/7gAtn7,https://t.co/7gatn7,https://t.co/7gatn7,https://t.co/7gatn7,ADJ,False,False
…,…,…,…,NOUN,False,False
@Kasamat69059717,@kasamat69059717,@kasamat69059717,@kasamat69059717,PRON,False,False
Non,non,non,non,ADV,True,True
.,.,.,.,PUNCT,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
la,la,le,le,DET,True,True
fin,fin,fin,fin,NOUN,True,False
des,des,un,un,DET,True,True
10,10,10,10,NUM,False,False
jours,jours,jour,jour,NOUN,True,False
à,à,à,à,ADP,True,True
Tokyo,tokyo,tokyo,tokyo,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
le,le,le,le,DET,True,True
tournage,tournage,tournage,tournage,NOUN,True,False
de,de,de,de,ADP,True,True
mon,mon,mon,mon,DET,True,True
court,court,court,court,NOUN,True,False
métrage,métrage,métrage,métrage,NOUN,True,False
.,.,.,.,PUNCT,False,False
J’,j’,j’,j’,NOUN,False,True
ai,ai,avoir,avoir,VERB,True,True
pas,pas,pas,pas,ADV,True,True
les,les,le,le,DET,True,True
mots,mots,mot,mot,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
décrire,décrire,décrire,décrire,VERB,True,False
ce,ce,ce,ce,DET,True,True
séjour,séjour,séjour,séjour,NOUN,True,False
i,i,i,i,ADJ,True,True
…,…,…,…,PROPN,False,False
https://t.co/boCzn9fEVH,https://t.co/boczn9fevh,https://t.co/boczn9fevh,https://t.co/boczn9fevh,PRON,False,False
@GabinHarmant,@gabinharmant,@gabinharmer,@gabinharmer,VERB,False,False
@legrandjd,@legrandjd,@legrandjd,@legrandjd,ADJ,False,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,NOUN,False,False
Bien,bien,bien,bien,ADV,True,True
sûr,sûr,sûr,sûr,ADJ,True,False
😅,😅,😅,😅,NOUN,False,False
@Kaanaille,@kaanaille,@Kaanaille,@kaanaille,PROPN,False,False
Génial,génial,Génial,génial,PROPN,True,False
!,!,!,!,PUNCT,False,False
on,on,on,on,PRON,True,True
va,va,aller,aller,VERB,True,True
attendre,attendre,attendre,attendre,VERB,True,False
un,un,un,un,DET,True,True
peu,peu,peu,peu,ADV,True,True
pour,pour,pour,pour,ADP,True,True
le,le,le,le,DET,True,True
troisième,troisième,troisième,troisième,ADJ,True,True
spectateur,spectateur,spectateur,spectateur,NOUN,True,False
😅,😅,😅,😅,NOUN,False,False
Bonne,bonne,bon,bon,ADJ,True,False
journée,journée,journée,journée,NOUN,True,False
.,.,.,.,PUNCT,False,False
https://t.co/yFXPjb4f5S,https://t.co/yfxpjb4f5s,https://t.co/yfxpjb4f5,https://t.co/yfxpjb4f5,NOUN,False,False
@TpiuArt,@tpiuart,@tpiuart,@tpiuart,ADP,False,False
Ouah,ouah,Ouah,ouah,PROPN,True,False
trop,trop,trop,trop,ADV,True,True
bien,bien,bien,bien,ADV,True,True
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,NOUN,False,False
@ZeldaDorant,@zeldadorant,@zeldadorer,@zeldadorer,VERB,False,False
Yep,yep,yep,yep,NOUN,True,False
@Ditoady,@ditoady,@ditoady,@ditoady,NOUN,False,False
_,_,_,_,NOUN,False,False
@MarioKartVrai,@mariokartvrai,@mariokartvrer,@mariokartvrer,VERB,False,False
Parfaitement,parfaitement,parfaitement,parfaitement,ADV,True,False
.,.,.,.,PUNCT,False,False
RT,rt,rt,rt,SCONJ,True,False
@yodelui,@yodelui,@yodelui,@yodelui,ADJ,False,False
:,:,:,:,PUNCT,False,False
The,the,The,the,X,True,False
older,older,older,older,VERB,True,False
I,i,i,i,ADJ,True,True
get,get,get,get,PROPN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,X,True,False
more,more,more,more,X,True,False
I,i,i,i,ADJ,True,True
think,think,think,think,ADP,True,False
about,about,about,about,ADV,True,False
how,how,how,how,ADJ,True,False
just,just,just,just,NOUN,True,False
having,having,having,having,NOUN,True,False
our,our,our,our,NUM,True,False
parents,parents,parent,parent,NOUN,True,False
by,by,by,by,NOUN,True,False
our,our,our,our,PROPN,True,False
side,side,side,side,PROPN,True,False
can,can,can,can,VERB,True,False
often,often,often,often,PROPN,True,False
turn,turn,turn,turn,PROPN,True,False
a,a,avoir,avoir,AUX,True,True
public,public,public,public,ADJ,True,False
space,space,space,space,NOUN,True,False
into,into,into,into,PROPN,True,False
a,a,avoir,avoir,AUX,True,True
